rendszám	jelszo
NJX-539	2001-NJX539-499788-D568200
TLE-432	2011-TLE432-690236-B016067
AAD-615	1993-AAD615-975485-E335042
MQD-740	1998-MQD740-994323-E940646
DTF-001	1992-DTF001-344010-B835891
JFR-785	2011-JFR785-299679-B148388
ZUF-682	2009-ZUF682-180082-D013086
ULN-888	2007-ULN888-009900-D385088
EEZ-695	2013-EEZ695-066095-E629690
ESA-371	1992-ESA371-632390-D357349
CCT-530	2012-CCT530-014380-D257625
MNB-320	1999-MNB320-144244-B045677
YTR-941	1987-YTR941-922147-E696146
FKL-222	2007-FKL222-000707-B475406
EDG-269	2010-EDG269-319461-E005091
ANR-811	1992-ANR811-136262-E329248
JDL-172	1999-JDL172-899684-B796242
IYB-760	1996-IYB760-761582-E567304
IWP-362	1999-IWP362-213559-D336619
IUU-621	2005-IUU621-530441-E943722
QCX-141	2004-QCX141-320998-B362428
CBH-710	1987-CBH710-608403-B780738
GKL-681	2005-GKL681-147139-B188239
IKN-741	1992-IKN741-294662-B501179
WDS-778	1995-WDS778-721215-E330408
SXB-241	1998-SXB241-912906-D693368
INL-407	2010-INL407-670444-E058795
IMW-510	2002-IMW510-659675-E826925
WFM-376	1998-WFM376-739757-E436602
BCO-687	1997-BCO687-893034-E099605
RZR-663	2007-RZR663-165010-E970953
SRJ-949	2009-SRJ949-631922-E851173
OYE-576	1988-OYE576-761293-B211080
PWF-467	2011-PWF467-627756-D025063
UKW-980	1990-UKW980-592170-D692393
MXV-360	2003-MXV360-894653-D051744
CHU-100	1996-CHU100-475815-B707023
BAD-428	2001-BAD428-203182-B134677
QUO-113	2008-QUO113-336743-D405744
CFA-622	1993-CFA622-575974-E963770
XZO-165	1992-XZO165-946065-E312096
RTN-818	2003-RTN818-511059-E659585
BLT-303	1989-BLT303-947964-B026901
RMB-522	1995-RMB522-403294-D631106
AIT-574	2010-AIT574-772652-B908814
DKX-960	1995-DKX960-731938-D345196
ZBH-736	1992-ZBH736-301699-B881643
SIX-819	2008-SIX819-575918-D757893
JRM-849	1988-JRM849-320647-E219434
MQS-872	2009-MQS872-331456-E135555
KFQ-567	2009-KFQ567-507311-B693384
BYP-328	2010-BYP328-234260-D545146
IQP-358	1993-IQP358-279890-D786755
UOG-817	1997-UOG817-726621-B627412
YZG-093	2008-YZG093-581185-B547606
MSE-925	2008-MSE925-005694-D292657
KQO-286	2007-KQO286-680222-D343473
YKS-929	2011-YKS929-027079-E127985
XUU-347	2012-XUU347-266352-E952428
AHQ-939	1999-AHQ939-866426-D890688
ULP-380	2011-ULP380-464711-E383050
EOD-952	2012-EOD952-741272-B293567
YHL-948	1996-YHL948-315879-D226792
WFG-549	1995-WFG549-035033-D938765
IVZ-064	1992-IVZ064-813101-D429667
UNV-760	2007-UNV760-669063-B506761
YWG-579	2005-YWG579-106595-B975392
GXQ-231	1988-GXQ231-954422-D972600
TGT-232	1995-TGT232-551779-D833528
YGC-846	2011-YGC846-601402-E800800
YGG-020	2001-YGG020-483473-B805166
HBM-664	2006-HBM664-011739-E590011
HHR-783	2001-HHR783-710266-E219761
STQ-460	1994-STQ460-774595-B216236
TBY-623	1998-TBY623-009332-E588076
FNC-338	1970-FNC338-972536-D185489
CLC-844	2011-CLC844-464109-E692118
YOU-096	2006-YOU096-875671-B539838
DPN-914	1986-DPN914-163219-D568298
MWG-168	2007-MWG168-868433-E271359
VZX-856	2000-VZX856-898478-E970544
ZYQ-076	1991-ZYQ076-331655-D648433
ZAM-042	1996-ZAM042-027813-B585844
XCS-150	2004-XCS150-162064-B365593
YCF-350	2008-YCF350-595502-D282213
NAF-777	1998-NAF777-248013-B932631
LNU-617	2011-LNU617-540718-D540220
ZCJ-757	2000-ZCJ757-863456-D517140
ZOF-233	1991-ZOF233-486348-B901369
PGC-033	2007-PGC033-264974-B464436
XWZ-265	1984-XWZ265-630939-D628913
JGG-591	2005-JGG591-864155-E035755
GUT-010	1976-GUT010-126756-B916054
UOP-638	1996-UOP638-496960-B792816
GVI-157	1997-GVI157-897114-E864985
NEJ-746	1995-NEJ746-207247-B391908
DEO-051	1994-DEO051-159948-E153636
MXA-361	2004-MXA361-102659-B655121
BGG-518	2005-BGG518-864608-B532755
JSR-018	1995-JSR018-995546-B912779
RMR-758	1999-RMR758-094482-E799232
GVD-818	2009-GVD818-175259-E589671
EUH-753	2005-EUH753-055813-B071570
VVL-210	2010-VVL210-281174-B015953
QLW-872	2010-QLW872-059643-E993361
PPP-781	2011-PPP781-709823-D366730
WEX-087	2002-WEX087-061664-B849976
VPY-902	2011-VPY902-079428-D483478
DII-198	1993-DII198-787842-D189938
OKH-177	1997-OKH177-882221-B727959
EDJ-411	2003-EDJ411-074864-B630518
AYL-708	2000-AYL708-185388-E325493
EQM-470	2006-EQM470-193448-B849329
FYA-321	1996-FYA321-612580-D467836
YKD-089	2010-YKD089-157034-B704221
HTW-009	2010-HTW009-459213-B559461
NWY-954	1998-NWY954-448235-B607458
SFR-044	2006-SFR044-031729-E882255
AGO-646	1999-AGO646-501437-D653024
CXS-119	1995-CXS119-011493-E646609
HXY-260	1998-HXY260-099286-D285610
MXF-883	2011-MXF883-920102-E276307
VPE-517	2004-VPE517-401572-D082533
VSS-499	1989-VSS499-378188-D751106
NLS-458	2000-NLS458-575437-B593130
ZKC-241	1999-ZKC241-820778-D190130
HKN-133	2004-HKN133-299641-E914284
ECY-461	1997-ECY461-917300-E539300
HRY-498	2009-HRY498-276397-B765732
ECJ-400	2001-ECJ400-594248-D405111
VSU-031	2012-VSU031-073911-D614594
RSM-571	1999-RSM571-054420-B298577
TMM-684	2009-TMM684-434938-D361767
RZB-610	2005-RZB610-015327-B078751
PBY-700	2008-PBY700-942659-D595321
DNP-516	1995-DNP516-917949-E703368
QEJ-022	2011-QEJ022-786733-B538506
HOK-888	1997-HOK888-883986-E520307
OFT-235	2007-OFT235-099662-E188455
AUM-310	2005-AUM310-116284-B666447
SPM-077	1993-SPM077-557920-D190416
NUX-746	2011-NUX746-397021-D083603
UNL-957	2012-UNL957-514214-D773875
UQN-780	2009-UQN780-351193-E153168
RZB-528	1996-RZB528-050252-E473741
PWP-633	2004-PWP633-880656-E877023
IMX-267	1999-IMX267-964237-D852362
GVQ-187	2000-GVQ187-220619-E708485
YEI-800	1996-YEI800-423352-D034731
RHA-119	2011-RHA119-857153-E441985
BXE-217	2004-BXE217-564003-D830915
BBB-375	1993-BBB375-697433-E629261
EKN-151	1992-EKN151-304504-B014678
PWR-267	1999-PWR267-995837-D431291
DVH-023	2012-DVH023-646839-E544368
KSV-729	2002-KSV729-973703-D627037
LLF-098	2008-LLF098-312447-E914917
WUO-933	1998-WUO933-611819-D062688
VBY-395	1993-VBY395-019747-D797526
QSF-102	2010-QSF102-518434-B854186
FKR-893	1987-FKR893-641845-B607431
HIK-899	1988-HIK899-343742-D060099
VCN-677	2013-VCN677-138042-B618127
TJM-075	1999-TJM075-692229-E955478
GCG-968	2000-GCG968-722130-B111001
KXL-009	2002-KXL009-414178-B532497
PQK-593	1995-PQK593-114890-D791379
XNQ-408	2001-XNQ408-219358-E962551
FDS-988	1992-FDS988-482064-E905568
JUX-555	1998-JUX555-430173-B118883
JJA-843	2009-JJA843-308456-B831706
RTX-238	1988-RTX238-734216-E134392
ISH-513	2001-ISH513-134822-E929890
OQH-482	1993-OQH482-487613-B998993
YIX-123	2009-YIX123-674127-D959874
PHP-954	1997-PHP954-161572-E423880
STC-151	2001-STC151-460383-E841002
QJR-937	1998-QJR937-562122-E492867
SSD-477	2004-SSD477-472649-E957697
YLK-412	1998-YLK412-000033-B464553
OBF-861	2007-OBF861-962657-D790207
AKO-056	1994-AKO056-079877-E884896
HGZ-022	2010-HGZ022-974502-D916124
PEN-684	2008-PEN684-562369-D335614
CNC-241	1992-CNC241-436111-B406973
UAE-046	2005-UAE046-640372-B719940
RIW-947	1996-RIW947-708835-D095282
UJP-278	2001-UJP278-657557-E106917
SZO-210	1996-SZO210-925909-E221208
MXQ-879	2007-MXQ879-319712-E231021
RNU-927	2003-RNU927-609544-E607988
VCY-042	1995-VCY042-172262-B703241
YDI-095	1988-YDI095-454183-B278972
ONA-422	2000-ONA422-052261-D114747
DVK-666	2009-DVK666-438007-D612471
XVI-866	1989-XVI866-047083-D613381
IRO-744	1998-IRO744-599328-B743503
UJX-148	1994-UJX148-973270-B961098
VEX-088	2011-VEX088-362881-B485804
BFF-546	2007-BFF546-131969-E554189
OXK-806	2001-OXK806-015129-B916550
PQM-038	1994-PQM038-172106-E478753
PCM-274	2007-PCM274-082259-B073073
ZXH-795	1996-ZXH795-667406-E700496
NNF-769	2012-NNF769-795876-E231034
TCE-146	2010-TCE146-076268-D051850
WIE-385	1993-WIE385-038379-E948657
MLL-506	1985-MLL506-682404-D962123
DLY-397	2012-DLY397-212771-E356701
UIP-966	2006-UIP966-984335-B465575
UGR-344	2006-UGR344-601010-E100714
JDV-504	1993-JDV504-610853-D406658
UHF-991	2008-UHF991-308050-D557154
ZLS-592	1984-ZLS592-878639-D287884
NMF-671	2010-NMF671-646836-B500669
LKJ-698	1996-LKJ698-598195-D887192
TTI-649	2007-TTI649-098786-E209385
CZF-322	2000-CZF322-861169-D953741
AZQ-895	1994-AZQ895-944070-D681099
PIR-908	2003-PIR908-079699-E439340
TSE-727	1992-TSE727-523152-E821802
JBS-526	2010-JBS526-642471-B773429
PCE-191	1997-PCE191-793265-B085429
AML-469	2006-AML469-884132-B491381
VYP-911	1987-VYP911-463762-D819386
RMI-174	2012-RMI174-897940-E555674
WMW-905	1996-WMW905-896150-D715265
LXZ-036	1992-LXZ036-675942-B405548
MXL-638	1965-MXL638-080666-E753748
SFB-710	2011-SFB710-414942-B190446
XGH-997	1995-XGH997-296091-D371117
VZS-772	2007-VZS772-513689-D898473
EEW-431	2003-EEW431-898509-D666323
UBG-984	1997-UBG984-077957-E742932
XBV-708	2012-XBV708-637936-D369953
XIY-321	2011-XIY321-889484-B730410
PMG-707	2006-PMG707-520466-E483214
TWX-085	1996-TWX085-928496-E506759
UYV-948	1990-UYV948-402032-E238215
YTE-179	2003-YTE179-305413-E515305
KUI-936	2010-KUI936-249656-D029200
CGG-741	2002-CGG741-262034-B511098
NTC-003	1992-NTC003-169725-B426783
BVI-214	1986-BVI214-507902-B075257
IDZ-638	2002-IDZ638-103839-D552407
WEM-270	1995-WEM270-938094-E262697
VOA-424	1987-VOA424-065586-B389254
HFF-149	1985-HFF149-381819-B523908
HMM-239	2006-HMM239-719462-D114667
PCG-169	2000-PCG169-144153-E678806
SDS-547	2009-SDS547-561927-B845240
PEA-835	1997-PEA835-204170-E769423
OEW-072	2004-OEW072-274316-B875346
OXS-007	2009-OXS007-968166-B839981
YRW-950	2007-YRW950-455701-E050238
SAN-636	1984-SAN636-945913-E356609
KJZ-421	1994-KJZ421-809525-B726417
CTZ-881	2008-CTZ881-526481-D750309
TZU-952	2011-TZU952-178195-B795284
LWJ-190	2009-LWJ190-220248-D167529
FMP-369	2000-FMP369-141230-D120328
GOT-697	2005-GOT697-529948-D504774
FJU-157	2009-FJU157-998916-B007672
EGN-898	2011-EGN898-131563-D643380
SKT-402	2012-SKT402-504172-D870703
PRQ-448	2009-PRQ448-190952-D526307
RVR-298	2009-RVR298-052265-E931596
FRR-411	1988-FRR411-948797-B277572
LUO-668	2012-LUO668-255706-E563887
HYW-357	2008-HYW357-865488-D712176
THT-312	1995-THT312-196386-E504201
OYD-748	2012-OYD748-638821-B560365
JPJ-808	1968-JPJ808-565805-D134019
ZXV-733	2001-ZXV733-154708-E925921
SSV-965	2007-SSV965-124483-E926328
NQZ-063	1988-NQZ063-018142-E090883
VES-303	1990-VES303-395788-D233006
QGH-529	1995-QGH529-304445-E765076
NYP-857	1999-NYP857-646427-B330309
WSU-043	2002-WSU043-830087-D725529
FXI-032	1988-FXI032-818438-D637141
BHT-509	1999-BHT509-522102-D197137
WGQ-876	1963-WGQ876-546572-B730396
SRD-958	2010-SRD958-552182-B261434
APZ-932	1986-APZ932-627800-B662398
CSG-700	2008-CSG700-735253-B138295
MQD-802	1963-MQD802-588901-D963505
TMG-006	2008-TMG006-976587-E886193
VQS-144	2002-VQS144-324303-B879310
XKN-172	2001-XKN172-015123-D876550
LPK-027	2003-LPK027-923573-E362769
BHK-707	2003-BHK707-709243-D348139
ZAK-239	2007-ZAK239-922108-E106196
KKK-282	1999-KKK282-755940-B431023
LJB-796	1998-LJB796-505037-B793208
GIU-247	2010-GIU247-607097-D323954
BCF-748	2007-BCF748-586286-E896508
CAT-629	2013-CAT629-034508-D138717
ESC-411	1984-ESC411-171698-B943868
FBD-177	2010-FBD177-412232-D209906
HAM-573	2006-HAM573-983829-B809105
CPW-175	1999-CPW175-175875-D381824
CHD-653	2007-CHD653-148272-D505141
VLY-115	1997-VLY115-749539-D511049
JNM-655	2005-JNM655-687886-E099360
PRO-280	1990-PRO280-934866-B813836
GFA-940	2002-GFA940-157333-E778984
DBA-027	1996-DBA027-495142-E657024
IEZ-820	2000-IEZ820-211833-B504997
WJS-528	1963-WJS528-854274-E788487
UKS-846	2008-UKS846-251619-B252484
HEM-456	1993-HEM456-156091-E045634
ECB-132	1994-ECB132-452975-B710312
AKG-968	2011-AKG968-370735-D644565
SPA-472	1992-SPA472-960632-E369677
XSR-299	2007-XSR299-486485-E837078
CSC-817	1997-CSC817-990423-B559197
RYP-068	2012-RYP068-431822-B680891
PHD-230	1999-PHD230-627506-D199118
YCN-494	2004-YCN494-286971-E060713
DPY-521	1987-DPY521-873864-D658070
DVH-034	2004-DVH034-418357-B753638
YSL-844	2009-YSL844-862511-D121151
XGZ-187	1990-XGZ187-138958-B819122
LMR-441	1994-LMR441-601045-B377291
QXX-503	2005-QXX503-648230-B029722
EIT-673	2007-EIT673-745061-E913559
RLA-575	1996-RLA575-503487-E106345
LOO-859	1999-LOO859-033359-E630710
GTK-181	2005-GTK181-985380-E629140
WUW-707	1995-WUW707-786046-E106338
UUS-063	2001-UUS063-665429-E743429
QOE-441	1992-QOE441-550113-E013323
AVB-651	1993-AVB651-917832-D001995
HUG-100	2009-HUG100-486537-B461581
XUX-580	2004-XUX580-528432-B808344
DJD-519	2003-DJD519-301044-D038488
TWI-309	1998-TWI309-606881-B383604
FRB-696	2005-FRB696-898417-E898197
DLI-911	1993-DLI911-182056-E290279
NCD-678	1992-NCD678-869445-B281602
FXQ-623	2006-FXQ623-855459-D501806
PJR-098	2010-PJR098-663319-B920240
MGS-654	2004-MGS654-690946-D500354
QLE-327	2012-QLE327-866046-E578812
DMK-115	2000-DMK115-217016-E795301
MLM-800	2003-MLM800-090966-D423142
SJA-130	1989-SJA130-539117-B321473
TDN-101	2009-TDN101-586365-E974118
AUW-754	2011-AUW754-638977-B146427
NRX-769	2006-NRX769-774509-E574383
YFF-080	2012-YFF080-165655-B397679
MME-961	1999-MME961-119868-D891262
HYE-409	1965-HYE409-774947-E712732
TTX-613	1995-TTX613-563828-B091560
YMP-983	2012-YMP983-917215-B409481
TBG-138	2001-TBG138-091839-B773108
KUQ-771	1955-KUQ771-026202-E060831
OHB-827	2001-OHB827-247212-B674007
FQP-867	2001-FQP867-906196-B253085
DLE-387	2012-DLE387-420097-B131415
NAL-360	2007-NAL360-750433-E076896
ZWP-511	1987-ZWP511-084326-D329709
BSM-174	1993-BSM174-328560-E577019
GOR-437	2003-GOR437-194087-E654298
BAD-256	2009-BAD256-752909-B159626
KJO-291	1992-KJO291-452181-E845033
ZQS-902	1990-ZQS902-473310-D701710
ONI-532	1995-ONI532-220728-D554211
TSK-606	2008-TSK606-582878-E265104
IFR-074	1994-IFR074-987286-B235491
DGF-027	2002-DGF027-778490-E803912
EXZ-637	1994-EXZ637-252622-E139906
CKP-488	1997-CKP488-770835-D674894
BUA-971	2005-BUA971-154658-B933178
XOR-757	2012-XOR757-687919-E168654
TSX-917	2012-TSX917-124528-D584334
KER-082	1985-KER082-515049-D578601
DCC-802	2005-DCC802-461972-B652015
JET-570	2008-JET570-173697-E581268
JRK-150	1993-JRK150-403802-E113559
TBQ-251	1997-TBQ251-103667-D605752
CDU-344	2002-CDU344-116754-B962193
MUF-011	2012-MUF011-860915-B668928
QFD-424	1988-QFD424-324963-B372708
HAA-140	1996-HAA140-282189-E555507
KQE-986	2000-KQE986-495053-D561030
QAK-730	2009-QAK730-679695-D574341
ZJD-771	2007-ZJD771-726545-B309265
SIY-462	2008-SIY462-804180-E527043
NLV-409	2004-NLV409-032558-D796747
LGC-129	2012-LGC129-735385-E529140
BNS-862	2010-BNS862-732427-B588914
OZM-530	2005-OZM530-580574-B169939
AAO-611	2006-AAO611-768437-D605638
ATZ-445	1999-ATZ445-712690-B003321
AFY-245	2002-AFY245-120038-D571000
QYI-890	2006-QYI890-445289-D406438
FMK-505	2006-FMK505-885419-E853937
SJY-482	2012-SJY482-106826-B807045
JLC-325	1995-JLC325-950450-B903594
FPF-709	1998-FPF709-075179-B235309
OYG-934	1993-OYG934-134902-B680729
UIK-206	2001-UIK206-439342-D617943
AOM-602	1999-AOM602-172245-E492288
PME-378	2003-PME378-965993-B992149
MCL-652	2010-MCL652-664898-E929279
WCV-272	1994-WCV272-260814-D855259
JNG-455	2009-JNG455-439971-E310835
GHR-717	1992-GHR717-968263-D801928
EQB-256	2013-EQB256-421394-E614012
WAR-828	2004-WAR828-588357-D797113
VSQ-857	2003-VSQ857-934334-B819513
OLU-448	1986-OLU448-011756-D872744
NTY-586	2011-NTY586-050393-B378685
ORG-443	1997-ORG443-465149-D487660
RFP-814	1994-RFP814-940466-E034456
ZEJ-210	1986-ZEJ210-445257-E937306
JHH-138	2003-JHH138-502020-D843484
LZA-872	1993-LZA872-887718-E714718
ULX-295	2001-ULX295-493686-D396723
BQO-240	2006-BQO240-176203-E760654
NMB-215	1992-NMB215-022265-D117211
WJB-019	1986-WJB019-899848-D872269
VCX-151	2008-VCX151-971172-B179610
RQR-177	2010-RQR177-551361-E188912
YMX-118	2007-YMX118-537374-E158803
ZKC-673	1986-ZKC673-704048-B873310
EBM-589	2012-EBM589-388933-D807023
DKT-217	2000-DKT217-413208-B963027
KOJ-156	2001-KOJ156-524441-D159901
MEY-235	2012-MEY235-067146-D362355
QRY-332	1995-QRY332-829279-E416265
ZNQ-451	2006-ZNQ451-638323-B275646
XNS-743	2005-XNS743-307603-D209454
FHZ-679	1992-FHZ679-525496-B526159
TJB-889	2005-TJB889-630023-D158045
WQB-019	1992-WQB019-522829-D838014
STP-397	2003-STP397-094688-D277489
WZZ-100	2006-WZZ100-017457-B107869
MVC-446	1995-MVC446-715001-E317151
OZL-584	2013-OZL584-118927-D296641
JRB-472	2010-JRB472-501738-B106703
NWP-263	1994-NWP263-019380-B923328
PAU-652	1997-PAU652-497288-B796314
HFD-410	2004-HFD410-050816-E566873
QNG-153	2005-QNG153-498848-B687934
YGI-455	1992-YGI455-249530-D224413
IAF-922	1992-IAF922-787296-D137237
MES-917	1984-MES917-600008-E333316
XRZ-595	2006-XRZ595-334348-E901430
IRT-510	1995-IRT510-846383-D153489
HCL-745	1998-HCL745-914368-D462839
AQU-663	2010-AQU663-311321-E472628
QWV-867	1986-QWV867-898508-E098429
ABD-056	2000-ABD056-341616-D043251
BHP-348	1996-BHP348-107953-D996077
NRA-861	2009-NRA861-734948-E153913
DWJ-769	2006-DWJ769-201034-D692957
ZXF-559	1987-ZXF559-785440-E742810
PQH-544	1992-PQH544-969946-B156929
AQN-186	2003-AQN186-190960-B068116
DQH-296	2001-DQH296-475294-B924028
ZQE-469	2001-ZQE469-173195-E150326
EJR-092	2002-EJR092-690305-B559744
YAV-292	2007-YAV292-089907-D553781
LCO-257	2000-LCO257-622199-D895782
WOH-979	2002-WOH979-589613-D431721
UNH-916	2004-UNH916-673621-B108505
TLP-163	2001-TLP163-332860-B873677
DLH-014	1991-DLH014-415660-E894967
XQL-984	1988-XQL984-992044-D939157
GCA-960	2009-GCA960-186021-B033080
KDQ-520	2007-KDQ520-983727-D879649
MDJ-410	2001-MDJ410-754315-B035721
LWW-181	1999-LWW181-674305-D542926
GOW-210	2009-GOW210-469060-E349646
FUH-562	1990-FUH562-403135-B441019
OGZ-484	1995-OGZ484-064619-B536453
JRC-685	1992-JRC685-662067-B807668
FYD-652	2009-FYD652-801350-E859487
TBL-617	2000-TBL617-311008-D255286
YVO-255	1998-YVO255-717194-B183924
USD-700	1987-USD700-533303-B811805
EZW-247	2007-EZW247-527799-E817449
IIG-077	2010-IIG077-693365-E160234
CAE-925	1991-CAE925-601587-E561717
CWD-758	2001-CWD758-254608-B509299
NHF-834	2008-NHF834-084149-E622238
MTJ-253	1967-MTJ253-549469-E648574
PPQ-976	2011-PPQ976-233493-D819014
GCO-216	1993-GCO216-765155-D130691
SRA-231	2004-SRA231-468049-D512199
XID-557	1978-XID557-723611-D944976
IWS-442	1996-IWS442-085384-B813359
DFG-984	2002-DFG984-485606-B758075
ELG-976	2005-ELG976-701279-D346844
LCY-857	1997-LCY857-980539-D821085
PFY-060	2007-PFY060-916815-E867320
SPW-033	1994-SPW033-482635-E414551
HZR-179	2006-HZR179-126183-B698316
LNH-610	1997-LNH610-885319-D371058
JRR-794	2003-JRR794-497204-B998379
JXQ-407	2003-JXQ407-401163-B619113
VFQ-105	2007-VFQ105-342908-E865968
YEG-584	2002-YEG584-858668-E711375
GFB-538	1993-GFB538-040412-E245242
NCS-803	2011-NCS803-404760-B658960
WOM-357	2003-WOM357-015424-D094185
TVZ-479	2005-TVZ479-637372-B437974
BCA-962	2005-BCA962-977049-D383754
BDH-848	2004-BDH848-468900-D324459
PBF-470	2010-PBF470-392410-E544429
YOE-486	1995-YOE486-443180-E459802
ARQ-594	1997-ARQ594-838750-E962224
JSX-735	1989-JSX735-333112-B691298
SKO-407	2002-SKO407-761361-B869976
BBL-452	2004-BBL452-530510-B945595
KVW-680	1997-KVW680-330433-E757135
WLC-006	1989-WLC006-542771-B868777
MRN-879	1987-MRN879-924422-D250159
SCI-846	1993-SCI846-541200-B328797
IRY-583	1986-IRY583-808262-E252295
DTA-050	1990-DTA050-853981-D778104
UGL-039	2004-UGL039-376494-E115644
YBQ-259	1995-YBQ259-970385-E636318
ZKT-937	2012-ZKT937-599331-D636424
MFR-117	1996-MFR117-583452-B095008
WRL-127	1989-WRL127-807077-E069519
UVV-350	1996-UVV350-601478-D885928
WWZ-154	1992-WWZ154-155746-D346280
WJK-646	2009-WJK646-483951-D982773
GES-275	2008-GES275-245551-B663549
WQU-634	1994-WQU634-606926-B369663
VWE-551	1997-VWE551-818493-E810454
VZC-734	2010-VZC734-527362-D538400
KXZ-261	1998-KXZ261-716789-E364511
SDG-359	1996-SDG359-224031-D986429
BUL-570	2009-BUL570-235065-B478088
BJM-425	1993-BJM425-141689-D790670
CIO-827	2005-CIO827-267029-E278321
SWC-986	1999-SWC986-893103-D863578
XUV-746	1998-XUV746-230442-D929048
TEQ-854	2009-TEQ854-882462-D052339
NLJ-935	1992-NLJ935-348228-B296695
XIN-348	1992-XIN348-092914-E249410
SOX-963	2002-SOX963-104815-E389154
XRY-780	2010-XRY780-138764-E716996
SMY-341	1992-SMY341-217271-D458960
OAW-560	1993-OAW560-803155-D035239
REN-051	2006-REN051-491619-D273524
TJR-764	2012-TJR764-551391-B990321
OPP-129	2005-OPP129-354552-D751478
XBC-881	2007-XBC881-145580-E489217
DDR-356	2007-DDR356-681834-E933201
EZX-060	2001-EZX060-793073-D231799
AJG-557	2004-AJG557-237798-E832449
RUJ-848	2012-RUJ848-302471-D053643
OWS-193	2007-OWS193-643872-B450667
SNX-986	2004-SNX986-613683-E025292
ETA-960	1996-ETA960-483957-D231846
BUC-144	2010-BUC144-614329-B311605
RDE-638	2006-RDE638-875751-D270428
JHQ-305	1962-JHQ305-291955-E933164
XAL-478	1992-XAL478-565755-B146623
QCA-417	1960-QCA417-543509-D724863
ELR-319	1986-ELR319-261089-E968176
RZE-718	2002-RZE718-800521-D306105
QWY-670	1991-QWY670-388851-B570228
XYY-796	1995-XYY796-832014-E026651
FLU-678	2005-FLU678-753217-E411957
RKC-015	2009-RKC015-958222-B547106
EGL-942	1996-EGL942-849647-D803135
HYU-996	1998-HYU996-142362-E198145
JJS-541	2000-JJS541-559650-B908822
YAV-989	2002-YAV989-969646-E423826
DXG-265	2003-DXG265-390335-E657732
JDC-964	1992-JDC964-381702-D211284
PQA-980	1993-PQA980-441580-B576002
IAD-025	1984-IAD025-446452-D702527
VKG-745	1996-VKG745-887675-B007856
DDZ-225	1995-DDZ225-370462-E221599
RNO-715	2011-RNO715-233968-B241100
YMB-790	1993-YMB790-942049-D788988
ALH-310	2001-ALH310-708267-E379137
MRE-463	2004-MRE463-792614-D974940
VFH-019	2008-VFH019-214968-E206697
KFT-921	1998-KFT921-890760-B479111
VNP-819	1995-VNP819-489951-E344531
AFK-212	2011-AFK212-832200-D456911
DKU-969	1992-DKU969-500950-E208960
YBB-504	1983-YBB504-677125-E508163
REK-688	1994-REK688-510618-B309477
XYY-682	2001-XYY682-729980-D195513
EVY-317	2008-EVY317-812113-B479083
